sorted_gene_pair,A1,A2,A1_entrez,A2_entrez,SL,min_sequence_identity,closest,WGD,family_size,cds_length_ratio,shared_domains,has_pombe_ortholog,has_essential_pombe_ortholog,has_cerevisiae_ortholog,has_essential_cerevisiae_ortholog,conservation_score,mean_age,either_in_complex,mean_complex_essentiality,colocalisation,interact,n_total_ppi,fet_ppi_overlap,shared_ppi_mean_essentiality,gtex_spearman_corr,gtex_min_mean_expr,gtex_max_mean_expr
ZKSCAN4_ZSCAN23,ZKSCAN4,ZSCAN23,387032,222696,False,0.337615,False,False,18,0.714286,0.666667,False,False,False,False,2,102.85,False,0.0,0.0,False,55,15.9633,0.010217,0.640383,0.724662,4.894416
ZKSCAN4_ZSCAN30,ZKSCAN4,ZSCAN30,387032,100101467,False,0.372477,False,False,18,0.906593,0.666667,False,False,False,False,2,88.05,False,0.0,0.5,True,43,13.911092,0.005635,0.644879,4.894416,8.478482
ZKSCAN4_ZSCAN31,ZKSCAN4,ZSCAN31,387032,64288,False,0.324771,False,False,18,0.745421,0.5,False,False,False,False,2,176.1,False,0.0,0.5,False,52,0.0,0.0,0.399285,3.954751,4.894416
ZKSCAN4_ZSCAN9,ZKSCAN4,ZSCAN9,387032,7746,False,0.341284,False,False,18,0.81685,0.666667,False,False,False,False,2,102.85,False,0.0,1.0,False,53,5.288262,0.005202,0.765484,4.894416,7.783242
ZKSCAN5_ZNF18,ZKSCAN5,ZNF18,23660,7566,False,0.209774,False,False,14,0.654762,0.75,False,False,False,False,2,198.15,False,0.0,0.0,False,20,0.0,0.0,0.612503,5.497548,8.698285
ZKSCAN5_ZNF500,ZKSCAN5,ZNF500,23660,26048,False,0.210965,False,False,15,0.572619,1.0,False,False,False,False,2,176.1,False,0.0,0.0,False,13,0.0,0.0,0.789733,5.497548,6.909751
ZKSCAN7_ZNF135,ZKSCAN7,ZNF135,55888,7694,False,0.375332,False,False,14,0.904636,0.666667,False,False,False,False,4,910.0,False,0.0,0.5,False,27,0.0,0.0,0.708364,2.765393,5.864922
ZKSCAN7_ZNF16,ZKSCAN7,ZNF16,55888,7564,False,0.351459,False,False,14,0.904636,0.333333,False,False,False,False,4,910.0,False,0.0,0.0,False,28,0.0,0.0,0.455641,2.765393,7.59351
ZKSCAN7_ZNF189,ZKSCAN7,ZNF189,55888,7743,False,0.331565,False,False,14,0.830464,0.666667,False,False,False,False,5,910.0,False,0.0,0.0,False,29,0.0,0.0,0.679552,2.765393,15.550212
ZKSCAN7_ZNF23,ZKSCAN7,ZNF23,55888,7571,False,0.34748,False,False,14,0.85298,0.333333,False,False,False,False,4,910.0,False,0.0,0.5,False,43,0.0,0.0,0.792459,2.765393,10.814924
ZKSCAN7_ZNF250,ZKSCAN7,ZNF250,55888,58500,False,0.34748,False,False,14,0.743046,0.666667,False,False,False,False,4,500.5,False,0.0,0.5,False,131,0.0,0.0,0.576917,2.765393,4.006242
ZKSCAN7_ZNF287,ZKSCAN7,ZNF287,55888,57336,False,0.329829,False,False,14,0.990814,1.0,False,False,False,False,4,500.5,False,0.0,0.0,False,18,0.0,0.0,0.574484,2.765393,3.209119
ZKSCAN7_ZNF502,ZKSCAN7,ZNF502,55888,91392,False,0.253316,False,False,14,0.721854,0.333333,False,False,False,False,4,458.05,False,0.0,0.0,False,20,0.0,0.0,0.717193,2.765393,5.466767
ZKSCAN7_ZNF568,ZKSCAN7,ZNF568,55888,374900,False,0.354111,False,False,14,0.854305,0.666667,False,False,False,False,4,910.0,False,0.0,0.0,False,20,0.0,0.0,0.734728,2.292825,2.765393
ZKSCAN7_ZNF71,ZKSCAN7,ZNF71,55888,58491,False,0.318302,False,False,14,0.649007,0.333333,False,False,False,False,4,469.8,False,0.0,0.0,False,76,0.0,0.0,0.634215,2.765393,3.574638
ZKSCAN7_ZNF852,ZKSCAN7,ZNF852,55888,285346,False,0.603448,True,False,14,0.72053,0.666667,False,False,False,False,4,910.0,False,0.0,0.5,False,21,0.0,0.0,0.58179,2.500669,2.765393
ZKSCAN8_ZNF24,ZKSCAN8,ZNF24,7745,7572,False,0.301038,False,False,18,0.637306,0.666667,False,False,False,False,2,176.1,False,0.0,0.5,True,114,25.440843,0.063533,0.810049,15.784547,20.452431
ZKSCAN8_ZNF396,ZKSCAN8,ZNF396,7745,252884,False,0.235294,False,False,18,0.580311,0.5,False,False,False,False,2,91.1,False,0.0,0.0,True,46,12.447706,0.028283,0.570211,1.251681,15.784547
ZKSCAN8_ZNF397,ZKSCAN8,ZNF397,7745,84307,False,0.378893,False,False,18,0.924007,0.666667,False,False,False,False,2,136.75,False,0.0,0.2,True,61,21.795498,0.015316,0.852777,9.46909,15.784547
ZKSCAN8_ZSCAN12,ZKSCAN8,ZSCAN12,7745,9753,False,0.417219,False,False,18,0.957025,0.666667,False,False,False,False,2,133.55,False,0.0,0.333333,False,85,7.208901,0.186931,0.843391,3.297582,15.784547
ZKSCAN8_ZSCAN16,ZKSCAN8,ZSCAN16,7745,80345,False,0.275086,False,False,18,0.602763,0.666667,False,False,False,False,2,102.85,False,0.0,0.5,False,44,5.956201,0.001951,0.591229,5.937508,15.784547
ZKSCAN8_ZSCAN22,ZKSCAN8,ZSCAN22,7745,342945,False,0.363322,False,False,18,0.849741,0.666667,False,False,False,False,2,133.55,False,0.0,0.25,False,57,20.068627,0.015442,0.606946,2.605526,15.784547
ZKSCAN8_ZSCAN23,ZKSCAN8,ZSCAN23,7745,222696,False,0.318339,False,False,18,0.673575,0.666667,False,False,False,False,2,102.85,False,0.0,0.0,False,56,4.932443,0.004551,0.704266,0.724662,15.784547
ZKSCAN8_ZSCAN30,ZKSCAN8,ZSCAN30,7745,100101467,False,0.394464,False,False,18,0.854922,0.666667,False,False,False,False,2,88.05,False,0.0,1.0,False,39,19.833091,0.007245,0.734605,8.478482,15.784547
ZKSCAN8_ZSCAN31,ZKSCAN8,ZSCAN31,7745,64288,False,0.375433,False,False,18,0.702936,0.5,False,False,False,False,2,176.1,False,0.0,1.0,False,48,0.0,0.0,0.454457,3.954751,15.784547
ZKSCAN8_ZSCAN9,ZKSCAN8,ZSCAN9,7745,7746,False,0.32699,False,False,18,0.770294,0.666667,False,False,False,False,2,102.85,False,0.0,0.5,False,51,1.512718,0.206046,0.799177,7.783242,15.784547
ZMYM2_ZMYM3,ZMYM2,ZMYM3,7750,9203,False,0.358025,False,True,6,0.996372,1.0,False,False,False,False,5,842.0,True,0.09389,0.5,True,120,43.108613,0.132581,0.728861,18.89407,19.438111
ZMYM2_ZMYM4,ZMYM2,ZMYM4,7750,9202,False,0.310078,False,True,6,0.889606,1.0,False,False,False,False,5,842.0,True,0.100869,0.25,True,120,23.00109,0.240454,0.78618,15.650454,19.438111
ZMYM2_ZMYM6,ZMYM2,ZMYM6,7750,9204,False,0.215686,False,True,6,0.962264,0.5,False,False,False,False,5,842.0,True,0.100869,0.5,False,118,1.887339,0.0013,0.861995,7.306133,19.438111
ZMYM3_ZMYM4,ZMYM3,ZMYM4,9203,9202,False,0.341731,False,True,6,0.886378,1.0,False,False,False,False,5,842.0,True,0.13303,0.333333,True,106,26.440859,0.248981,0.801941,15.650454,18.89407
ZMYM3_ZMYM6,ZMYM3,ZMYM6,9203,9204,False,0.210219,False,True,5,0.965768,0.5,False,False,False,False,5,842.0,True,0.13303,1.0,False,107,0.0,0.0,0.7871,7.306133,18.89407
ZMYM4_ZMYM6,ZMYM4,ZMYM6,9202,9204,False,0.392765,True,False,6,0.856036,0.5,False,False,False,False,5,842.0,False,0.0,0.333333,False,95,2.170419,0.206046,0.83923,7.306133,15.650454
ZNF10_ZNF180,ZNF10,ZNF180,7556,7733,False,0.421965,False,False,7,0.828283,0.666667,False,False,False,False,4,97.4,False,0.0,0.333333,False,9,6.057011,0.039662,0.677712,3.616165,9.625933
ZNF10_ZNF329,ZNF10,ZNF329,7556,79673,False,0.385689,False,False,7,0.944251,0.333333,False,False,False,False,4,91.0,False,0.0,0.25,False,33,2.04326,0.055917,0.724578,6.214082,9.625933
ZNF10_ZNF544,ZNF10,ZNF544,7556,27300,False,0.348252,False,False,7,0.801676,0.666667,False,False,False,False,2,0.0,False,0.0,0.333333,False,17,2.410297,0.023407,0.627111,6.41519,9.625933
ZNF10_ZNF606,ZNF10,ZNF606,7556,80095,False,0.34596,False,False,7,0.723834,0.666667,False,False,False,False,3,910.0,False,0.0,0.333333,False,11,0.0,0.0,0.781456,4.522141,9.625933
ZNF10_ZNF674,ZNF10,ZNF674,7556,641339,False,0.42685,False,False,7,0.986254,0.666667,False,False,False,False,2,591.642738,False,0.0,0.333333,False,6,0.0,0.0,0.693366,1.562163,9.625933
ZNF112_ZNF214,ZNF112,ZNF214,7771,7761,False,0.30011,False,False,11,0.664114,1.0,False,False,False,False,5,469.8,False,0.0,0.0,False,13,0.0,0.0,0.772171,1.259738,3.559897
ZNF112_ZNF226,ZNF112,ZNF226,7771,7769,False,0.467689,False,False,11,0.87965,1.0,False,False,False,False,5,910.0,False,0.0,0.0,False,5,0.0,0.0,0.786643,3.559897,7.770965
ZNF112_ZNF227,ZNF112,ZNF227,7771,7770,False,0.474261,True,False,11,0.875274,1.0,False,False,False,False,5,910.0,False,0.0,0.0,False,10,0.0,0.0,0.752052,3.559897,6.220857
ZNF112_ZNF229,ZNF112,ZNF229,7771,7772,False,0.424973,False,False,11,0.90372,1.0,False,False,False,False,5,910.0,False,0.0,0.0,False,3,0.0,0.0,0.791802,2.176257,3.559897
ZNF112_ZNF235,ZNF112,ZNF235,7771,9310,False,0.454545,False,False,11,0.808534,1.0,False,False,False,False,5,910.0,False,0.0,0.0,False,6,0.0,0.0,0.754561,3.062043,3.559897
ZNF112_ZNF239,ZNF112,ZNF239,7771,8187,False,0.221249,False,False,11,0.502188,0.5,False,False,False,False,5,469.8,False,0.0,0.0,False,8,0.0,0.0,0.694227,3.559897,3.69718
ZNF112_ZNF45,ZNF112,ZNF45,7771,7596,False,0.419496,False,False,11,0.747265,1.0,False,False,False,False,5,910.0,False,0.0,0.0,False,4,0.0,0.0,0.784965,3.559897,5.49635
ZNF121_ZNF266,ZNF121,ZNF266,7675,10781,False,0.36612,False,False,9,0.710909,1.0,False,False,False,False,2,17.85,False,0.0,0.2,False,33,3.955224,0.001951,0.746374,8.723196,24.791114
ZNF121_ZNF426,ZNF121,ZNF426,7675,79088,False,0.341155,False,False,9,0.704505,0.5,False,False,False,False,2,60.3,False,0.0,0.333333,False,67,1.283438,0.0,0.637775,4.612534,8.723196
ZNF121_ZNF559,ZNF121,ZNF559,7675,84527,False,0.29402,False,False,9,0.648425,0.5,False,False,False,False,2,29.6,False,0.0,0.25,False,30,1.946878,0.0,0.592105,5.945677,8.723196
ZNF121_ZNF561,ZNF121,ZNF561,7675,93134,False,0.353909,False,False,9,0.802875,0.5,False,False,False,False,2,29.6,False,0.0,0.333333,False,26,0.0,0.0,0.685258,8.723196,10.368487
ZNF121_ZNF778,ZNF121,ZNF778,7675,197320,False,0.270806,False,False,9,0.515831,0.333333,False,False,False,False,2,29.6,False,0.0,0.25,False,25,0.0,0.0,0.504827,2.875615,8.723196
ZNF121_ZNF846,ZNF121,ZNF846,7675,162993,False,0.373358,False,False,9,0.73221,0.333333,False,False,False,False,2,17.85,False,0.0,0.0,False,23,0.0,0.0,0.546185,5.432363,8.723196
ZNF12_ZNF182,ZNF12,ZNF182,7559,7569,False,0.433286,False,False,19,0.916905,1.0,False,False,False,False,4,469.8,False,0.0,0.5,False,11,0.0,0.0,0.815351,9.129471,13.766029
ZNF12_ZNF268,ZNF12,ZNF268,7559,10795,False,0.363252,False,False,19,0.736287,1.0,False,False,False,False,4,469.8,False,0.0,0.0,False,12,0.0,0.0,0.765222,2.579052,13.766029
ZNF12_ZNF334,ZNF12,ZNF334,7559,55713,False,0.48924,False,False,19,0.991477,0.666667,False,False,False,False,4,910.0,False,0.0,0.333333,False,11,0.0,0.0,0.40796,4.124012,13.766029
ZNF12_ZNF347,ZNF12,ZNF347,7559,84671,False,0.377381,False,True,19,0.829964,1.0,False,False,False,False,4,910.0,False,0.0,0.0,False,10,0.0,0.0,0.81593,3.594209,13.766029
ZNF12_ZNF41,ZNF12,ZNF41,7559,7592,False,0.415918,False,False,19,0.894872,1.0,False,False,False,False,4,910.0,False,0.0,0.5,False,17,0.0,0.0,0.654822,5.101546,13.766029
ZNF12_ZNF432,ZNF12,ZNF432,7559,9668,False,0.439024,False,False,19,0.93553,1.0,False,False,False,False,4,910.0,False,0.0,0.5,False,12,0.0,0.0,0.758899,7.341732,13.766029
ZNF12_ZNF484,ZNF12,ZNF484,7559,83744,False,0.386417,False,False,19,0.816374,1.0,False,False,False,False,4,910.0,False,0.0,0.25,False,11,2.96606,0.953186,0.729762,2.754048,13.766029
ZNF12_ZNF569,ZNF12,ZNF569,7559,148266,False,0.473458,False,True,19,0.984241,0.666667,False,False,False,False,4,910.0,False,0.0,0.25,False,16,0.0,0.0,0.592934,2.99107,13.766029
ZNF12_ZNF585A,ZNF12,ZNF585A,7559,199704,False,0.408322,False,True,19,0.906494,1.0,False,False,False,False,4,910.0,False,0.0,0.0,False,11,0.0,0.0,0.744688,2.907936,13.766029
ZNF12_ZNF605,ZNF12,ZNF605,7559,100289635,False,0.476327,False,False,19,0.964183,1.0,False,False,False,False,4,910.0,False,0.0,0.333333,False,11,0.0,0.0,0.706649,6.048789,13.766029
ZNF12_ZNF717,ZNF12,ZNF717,7559,100131827,False,0.371528,False,False,19,0.806936,1.0,False,False,False,False,4,910.0,False,0.0,0.25,False,11,0.0,0.0,0.746674,2.404566,13.766029
ZNF12_ZNF782,ZNF12,ZNF782,7559,158431,False,0.432046,False,False,19,0.997143,1.0,False,False,False,False,4,910.0,False,0.0,0.333333,False,46,0.0,0.0,0.772837,2.516217,13.766029
ZNF12_ZNF841,ZNF12,ZNF841,7559,284371,False,0.335498,False,True,19,0.754595,0.5,False,False,False,False,4,910.0,False,0.0,0.0,False,10,3.266984,0.003901,0.845136,12.968384,13.766029
ZNF133_ZNF169,ZNF133,ZNF169,7692,169841,False,0.421289,False,False,6,0.904192,1.0,False,False,False,False,3,60.3,False,0.0,0.0,False,69,2.836829,0.0,0.74766,2.86682,10.467108
ZNF133_ZNF343,ZNF133,ZNF343,7692,79175,False,0.313343,False,False,6,0.959581,1.0,False,False,False,False,3,14.8,False,0.0,0.5,False,45,0.0,0.0,0.794119,10.146766,10.467108
ZNF133_ZNF875,ZNF133,ZNF875,7692,284459,False,0.458771,False,True,6,0.988024,1.0,False,False,False,False,2,29.6,False,0.0,0.333333,False,23,2.468113,0.890767,0.907279,10.467108,15.01967
ZNF135_ZNF16,ZNF135,ZNF16,7694,7564,False,0.451613,False,True,14,1.0,0.5,False,False,False,False,2,910.0,False,0.0,0.0,False,21,0.0,0.0,0.544038,5.864922,7.59351
ZNF135_ZNF189,ZNF135,ZNF189,7694,7743,False,0.41349,False,False,14,0.918009,1.0,False,False,False,False,5,910.0,False,0.0,0.0,False,22,0.0,0.0,0.573385,5.864922,15.550212
ZNF135_ZNF23,ZNF135,ZNF23,7694,7571,False,0.416422,False,False,14,0.942899,0.5,False,False,False,False,4,910.0,False,0.0,1.0,False,36,0.0,0.0,0.745711,5.864922,10.814924
ZNF135_ZNF250,ZNF135,ZNF250,7694,58500,False,0.410557,False,False,14,0.821376,1.0,False,False,False,False,4,500.5,False,0.0,0.0,False,124,0.0,0.0,0.772068,4.006242,5.864922
ZNF135_ZNF287,ZNF135,ZNF287,7694,57336,False,0.399474,False,True,14,0.896325,0.666667,False,False,False,False,4,500.5,False,0.0,0.0,False,11,0.0,0.0,0.482996,3.209119,5.864922
ZNF135_ZNF502,ZNF135,ZNF502,7694,91392,False,0.318182,False,False,14,0.79795,0.5,False,False,False,False,2,458.05,False,0.0,0.0,False,13,0.0,0.0,0.734745,5.466767,5.864922
ZNF135_ZNF568,ZNF135,ZNF568,7694,374900,False,0.451613,False,True,14,0.944363,1.0,False,False,False,False,2,910.0,False,0.0,0.0,False,13,0.0,0.0,0.807541,2.292825,5.864922
ZNF135_ZNF71,ZNF135,ZNF71,7694,58491,False,0.378299,False,False,14,0.717423,0.5,False,False,False,False,2,469.8,False,0.0,0.0,False,69,0.0,0.0,0.657818,3.574638,5.864922
ZNF135_ZNF852,ZNF135,ZNF852,7694,285346,False,0.343109,False,False,14,0.796486,1.0,False,False,False,False,2,910.0,False,0.0,1.0,False,14,0.0,0.0,0.503155,2.500669,5.864922
ZNF146_ZNF260,ZNF146,ZNF260,7705,339324,False,0.575243,True,False,2,0.709443,0.5,False,False,False,False,6,29.6,False,0.0,0.0,False,35,2.078061,0.738622,0.807906,5.655071,40.075103
ZNF155_ZNF221,ZNF155,ZNF221,7711,7638,False,0.646677,False,False,9,0.889968,0.666667,False,False,False,False,0,910.0,False,0.0,0.0,False,13,5.464007,0.0,0.732374,0.93935,3.61012
ZNF155_ZNF222,ZNF155,ZNF222,7711,7673,False,0.67031,False,False,9,0.894545,0.666667,False,False,False,False,0,469.8,False,0.0,0.333333,False,7,0.0,0.0,0.674402,3.61012,3.866646
ZNF155_ZNF223,ZNF155,ZNF223,7711,7766,False,0.677596,False,False,9,0.878182,0.666667,False,False,False,False,0,469.8,False,0.0,0.333333,False,31,7.014228,0.0,0.707124,3.567123,3.61012
ZNF155_ZNF224,ZNF155,ZNF224,7711,7767,False,0.565771,False,False,9,0.776836,0.666667,False,False,False,False,0,910.0,False,0.0,0.333333,False,19,0.0,0.0,0.742354,3.61012,11.854396
ZNF155_ZNF225,ZNF155,ZNF225,7711,7768,False,0.529745,False,False,9,0.777935,0.5,False,False,False,False,0,910.0,False,0.0,0.5,False,9,0.0,0.0,0.75935,2.616171,3.61012
ZNF155_ZNF230,ZNF155,ZNF230,7711,7773,False,0.672131,False,False,9,0.863636,0.666667,False,False,False,False,0,469.8,False,0.0,0.0,False,13,8.554805,0.0,0.745459,2.622421,3.61012
ZNF155_ZNF234,ZNF155,ZNF234,7711,10780,False,0.448571,False,False,9,0.784593,0.666667,False,False,False,False,0,910.0,False,0.0,0.0,False,11,0.0,0.0,0.744844,3.61012,4.340642
ZNF155_ZNF284,ZNF155,ZNF284,7711,342909,False,0.618887,False,False,9,0.925926,0.666667,False,False,False,False,0,910.0,False,0.0,0.0,False,9,0.0,0.0,0.720564,2.779944,3.61012
ZNF169_ZNF337,ZNF169,ZNF337,169841,26152,False,0.354194,False,False,6,0.803191,1.0,False,False,False,False,3,500.5,False,0.0,0.333333,False,59,1.573188,0.206046,0.765984,2.86682,12.318613
ZNF169_ZNF343,ZNF169,ZNF343,169841,79175,False,0.3,False,False,6,0.942278,1.0,False,False,False,False,3,45.5,False,0.0,0.0,False,73,1.200987,0.003901,0.63045,2.86682,10.146766
ZNF169_ZNF875,ZNF169,ZNF875,169841,284459,False,0.453718,False,False,6,0.915152,1.0,False,False,False,False,3,60.3,False,0.0,0.0,False,53,0.0,0.0,0.738056,2.86682,15.01967
ZNF16_ZNF189,ZNF16,ZNF189,7564,7743,False,0.403226,False,False,14,0.918009,0.5,False,False,False,False,5,910.0,False,0.0,0.0,False,21,4.674417,0.805592,0.355708,7.59351,15.550212
ZNF16_ZNF287,ZNF16,ZNF287,7564,57336,False,0.352168,False,False,14,0.896325,0.333333,False,False,False,False,4,500.5,False,0.0,0.0,False,12,0.0,0.0,0.683707,3.209119,7.59351
ZNF16_ZNF502,ZNF16,ZNF502,7564,91392,False,0.28739,False,False,14,0.79795,1.0,False,False,False,False,2,458.05,False,0.0,0.0,False,13,2.748705,0.738622,0.799186,5.466767,7.59351
ZNF16_ZNF568,ZNF16,ZNF568,7564,374900,False,0.41349,False,False,14,0.944363,0.5,False,False,False,False,2,910.0,False,0.0,0.5,False,14,0.0,0.0,0.658553,2.292825,7.59351
ZNF16_ZNF71,ZNF16,ZNF71,7564,58491,False,0.344575,False,False,14,0.717423,1.0,False,False,False,False,2,469.8,False,0.0,1.0,False,70,0.0,0.0,0.715416,3.574638,7.59351
ZNF16_ZNF852,ZNF16,ZNF852,7564,285346,False,0.337243,False,False,14,0.796486,0.5,False,False,False,False,2,910.0,False,0.0,0.0,False,15,0.0,0.0,0.62284,2.500669,7.59351
ZNF174_ZNF18,ZNF174,ZNF18,7727,7566,False,0.271403,False,False,15,0.741818,0.5,False,False,False,False,2,198.15,False,0.0,0.4,True,29,6.758372,0.024707,0.62597,8.449711,8.698285
ZNF174_ZNF500,ZNF174,ZNF500,7727,26048,False,0.2875,False,False,15,0.848233,0.666667,False,False,False,False,2,176.1,False,0.0,0.666667,False,26,2.303971,0.006502,0.84278,6.909751,8.449711
ZNF175_ZNF300,ZNF175,ZNF300,7728,91975,False,0.403657,False,False,4,0.872191,1.0,False,False,False,False,1,469.8,False,0.0,0.2,False,9,0.0,0.0,0.751447,4.560734,5.734341
ZNF175_ZNF630,ZNF175,ZNF630,7728,57232,False,0.409283,False,True,4,0.924157,1.0,False,False,False,False,1,910.0,False,0.0,0.666667,False,8,0.0,0.0,0.682643,2.739991,4.560734
ZNF175_ZNF81,ZNF175,ZNF81,7728,347344,False,0.513361,True,False,4,0.929775,1.0,False,False,False,False,2,910.0,False,0.0,0.0,False,11,0.0,0.0,0.715534,1.927182,4.560734
ZNF180_ZNF329,ZNF180,ZNF329,7733,79673,False,0.382948,False,False,7,0.782107,0.5,False,False,False,False,4,94.2,False,0.0,0.5,False,30,7.508267,0.027958,0.791831,3.616165,6.214082
ZNF180_ZNF544,ZNF180,ZNF544,7733,27300,False,0.441958,False,False,7,0.967877,1.0,False,False,False,False,4,48.7,False,0.0,1.0,False,16,2.489349,0.023407,0.773734,3.616165,6.41519
ZNF180_ZNF606,ZNF180,ZNF606,7733,80095,False,0.411616,True,False,7,0.873897,1.0,False,False,False,False,4,503.7,False,0.0,1.0,False,10,0.0,0.0,0.818771,3.616165,4.522141
ZNF180_ZNF674,ZNF180,ZNF674,7733,641339,False,0.354046,False,False,7,0.839827,1.0,False,False,False,False,4,97.4,False,0.0,1.0,False,5,0.0,0.0,0.774768,1.562163,3.616165
ZNF182_ZNF26,ZNF182,ZNF26,7569,7574,False,0.383412,False,False,19,0.834375,1.0,False,False,False,False,4,29.6,False,0.0,0.0,False,8,0.0,0.0,0.788245,2.192764,9.129471
ZNF182_ZNF268,ZNF182,ZNF268,7569,10795,False,0.340021,False,False,19,0.675105,1.0,False,False,False,False,4,29.6,False,0.0,0.0,False,3,0.0,0.0,0.742144,2.579052,9.129471
ZNF182_ZNF347,ZNF182,ZNF347,7569,84671,False,0.346429,False,False,19,0.760999,1.0,False,False,False,False,4,469.8,False,0.0,0.0,False,1,0.0,0.0,0.852327,3.594209,9.129471
ZNF182_ZNF484,ZNF182,ZNF484,7569,83744,False,0.35363,False,False,19,0.748538,1.0,False,False,False,False,4,469.8,False,0.0,0.333333,False,3,0.0,0.0,0.810148,2.754048,9.129471
ZNF182_ZNF569,ZNF182,ZNF569,7569,148266,False,0.444606,False,False,19,0.931587,0.666667,False,False,False,False,4,469.8,False,0.0,0.333333,False,7,0.0,0.0,0.683538,2.99107,9.129471
ZNF182_ZNF585A,ZNF182,ZNF585A,7569,199704,False,0.36671,False,False,19,0.831169,1.0,False,False,False,False,4,469.8,False,0.0,0.0,False,2,0.0,0.0,0.811913,2.907936,9.129471
ZNF182_ZNF605,ZNF182,ZNF605,7569,100289635,False,0.485119,False,False,19,0.950966,1.0,False,False,False,False,4,469.8,False,0.0,0.5,False,2,0.0,0.0,0.792095,6.048789,9.129471
ZNF182_ZNF782,ZNF182,ZNF782,7569,158431,False,0.422031,False,False,19,0.914286,1.0,False,False,False,False,4,469.8,False,0.0,0.5,False,37,0.0,0.0,0.805108,2.516217,9.129471
ZNF182_ZNF84,ZNF182,ZNF84,7569,7637,False,0.463415,False,False,19,0.866035,1.0,False,False,False,False,4,469.8,False,0.0,1.0,False,8,0.0,0.0,0.871216,9.129471,11.646509
ZNF182_ZNF841,ZNF182,ZNF841,7569,284371,False,0.299784,False,True,19,0.691892,0.5,False,False,False,False,4,469.8,False,0.0,0.0,False,2,0.0,0.0,0.824947,9.129471,12.968384
ZNF189_ZNF23,ZNF189,ZNF23,7743,7571,False,0.418351,False,False,14,0.973602,0.5,False,False,False,False,5,910.0,False,0.0,0.0,False,38,0.0,0.0,0.698416,10.814924,15.550212
ZNF189_ZNF250,ZNF189,ZNF250,7743,58500,False,0.41853,False,False,14,0.894737,1.0,False,False,False,False,5,500.5,False,0.0,0.0,False,125,1.145445,0.738622,0.412211,4.006242,15.550212
ZNF189_ZNF287,ZNF189,ZNF287,7743,57336,False,0.358739,False,False,14,0.822835,0.666667,False,False,False,False,5,500.5,False,0.0,0.0,False,13,0.0,0.0,0.51005,3.209119,15.550212
ZNF189_ZNF502,ZNF189,ZNF502,7743,91392,False,0.29393,False,False,14,0.869219,0.5,False,False,False,False,5,458.05,False,0.0,0.0,False,14,2.71094,0.738622,0.562298,5.466767,15.550212
ZNF189_ZNF568,ZNF189,ZNF568,7743,374900,False,0.431677,False,False,14,0.972093,1.0,False,False,False,False,5,910.0,False,0.0,0.0,False,14,2.71094,0.003901,0.653289,2.292825,15.550212
ZNF189_ZNF71,ZNF189,ZNF71,7743,58491,False,0.365815,False,False,14,0.781499,0.5,False,False,False,False,5,469.8,False,0.0,0.0,False,70,1.42443,0.009103,0.503512,3.574638,15.550212
ZNF189_ZNF852,ZNF189,ZNF852,7743,285346,False,0.34345,False,False,14,0.867624,1.0,False,False,False,False,5,910.0,False,0.0,0.0,False,16,0.0,0.0,0.38872,2.500669,15.550212
ZNF18_ZNF202,ZNF18,ZNF202,7566,7753,False,0.28858,False,False,15,0.847458,0.75,False,False,False,False,2,220.2,False,0.0,0.0,False,39,1.766479,0.049415,0.657898,7.991953,8.698285
ZNF18_ZNF213,ZNF18,ZNF213,7566,7760,False,0.306011,False,False,15,0.836364,0.6,False,False,False,False,2,155.6,False,0.0,0.333333,False,25,2.051144,0.049415,0.50303,8.698285,13.152172
ZNF18_ZNF263,ZNF18,ZNF263,7566,10127,False,0.256223,False,False,14,0.804094,0.6,False,False,False,False,2,220.2,False,0.0,0.4,False,81,7.117355,0.019939,0.662533,8.698285,16.042151
ZNF18_ZNF446,ZNF18,ZNF446,7566,55663,False,0.278689,False,False,15,0.82,0.75,False,False,False,False,2,124.9,False,0.0,0.0,True,74,5.271067,0.024707,0.639834,8.698285,10.37598
ZNF18_ZNF496,ZNF18,ZNF496,7566,84838,False,0.252129,False,False,14,0.935374,0.75,False,False,False,False,2,198.15,False,0.0,0.0,False,43,5.993849,0.019939,0.539583,8.698285,9.636641
ZNF18_ZNF500,ZNF18,ZNF500,7566,26048,False,0.298725,False,False,15,0.874545,0.75,False,False,False,False,2,198.15,False,0.0,0.5,False,15,0.0,0.0,0.68123,6.909751,8.698285
ZNF18_ZSCAN25,ZNF18,ZSCAN25,7566,221785,False,0.285975,False,False,15,0.990909,0.5,False,False,False,False,2,158.8,False,0.0,0.2,False,38,3.887831,0.024707,0.723649,7.811379,8.698285
ZNF19_ZNF619,ZNF19,ZNF619,7567,285267,False,0.327922,False,False,6,0.743922,1.0,False,False,False,False,0,29.6,False,0.0,0.0,False,24,0.0,0.0,0.690864,1.499238,2.452979
ZNF19_ZNF620,ZNF19,ZNF620,7567,253639,False,0.382096,False,False,6,0.921569,0.666667,False,False,False,False,0,29.6,False,0.0,0.0,False,92,11.352836,0.175119,0.743878,1.499238,1.718612
ZNF19_ZNF621,ZNF19,ZNF621,7567,285268,False,0.358079,False,False,6,0.958606,1.0,False,False,False,False,1,17.85,False,0.0,0.0,False,27,4.793039,0.091027,0.779014,1.499238,9.688485
